model,year,transmission,mileage,fuelType,tax,mpg,engineSize
 5 Series,2013,Manual,70000,Diesel,145,55.4,2
 5 Series,2010,Automatic,70000,Diesel,145,54.3,2
 3 Series,2016,Manual,49000,Diesel,120,60.1,2
 1 Series,2013,Manual,70000,Diesel,0,74.3,1.6
 X3,2009,Manual,70000,Diesel,195,45.6,2
 3 Series,2013,Manual,70000,Diesel,125,58.9,2
 3 Series,2012,Automatic,70000,Diesel,160,52.3,2
 5 Series,2018,Automatic,30972,Hybrid,135,156.9,2
 1 Series,2016,Manual,69647,Diesel,0,78.5,1.5
 X1,2017,Automatic,25190,Petrol,145,44.8,2
 3 Series,2016,Automatic,33078,Hybrid,0,134.5,2
 5 Series,2014,Manual,127798,Diesel,125,57.6,2
 5 Series,2011,Automatic,85896,Diesel,165,50.4,3
 1 Series,2008,Manual,107407,Diesel,150,54.3,2
 1 Series,2005,Automatic,63547,Diesel,265,42.8,2
 M5,2015,Automatic,28500,Petrol,565,28.5,4.4
 4 Series,2015,Manual,36781,Diesel,145,53.3,2
 2 Series,2016,Manual,29460,Petrol,125,50.4,1.5
 7 Series,2017,Automatic,25014,Diesel,145,57.6,3
 X1,2016,Manual,37840,Diesel,20,68.9,2
 2 Series,2017,Automatic,45061,Hybrid,135,141.2,1.5
 1 Series,2018,Automatic,9945,Petrol,145,36.7,1.5
 1 Series,2017,Automatic,15887,Petrol,145,39.8,3
 5 Series,2017,Automatic,21728,Diesel,145,65.7,2
 2 Series,2018,Automatic,3924,Petrol,145,50.4,1.5
 3 Series,2018,Automatic,13138,Petrol,145,54.3,1.5
 3 Series,2015,Automatic,50713,Petrol,125,51.4,2
 2 Series,2016,Manual,18840,Petrol,125,52.3,1.5
 1 Series,2019,Automatic,5771,Petrol,145,55.5,1.5
 1 Series,2013,Automatic,31086,Petrol,235,37.7,3
 1 Series,2016,Manual,19568,Diesel,0,78.5,1.5
 1 Series,2014,Manual,53050,Petrol,300,35.3,3
 3 Series,2013,Manual,58223,Diesel,20,68.9,2
 X3,2015,Automatic,39744,Diesel,145,54.3,2
 1 Series,2015,Manual,64716,Diesel,30,65.7,2
 2 Series,2016,Automatic,30857,Diesel,20,68.9,2
 X5,2016,Automatic,52816,Diesel,160,50.4,2
 3 Series,2018,Automatic,29065,Diesel,145,64.2,2
 1 Series,2010,Manual,60000,Diesel,125,60.1,2
 2 Series,2016,Automatic,11576,Diesel,30,64.2,2
 2 Series,2015,Automatic,38902,Petrol,260,37.2,3
 M4,2015,Automatic,35284,Petrol,300,34,3
 4 Series,2017,Automatic,26162,Diesel,145,58.9,2
 5 Series,2016,Automatic,41431,Diesel,160,51.4,3
 1 Series,2013,Automatic,21061,Petrol,145,48.7,1.6
 X5,2016,Automatic,41464,Hybrid,0,85.6,2
 4 Series,2016,Manual,37683,Diesel,30,62.8,2
 2 Series,2016,Automatic,17748,Diesel,125,57.6,2
 4 Series,2016,Automatic,77784,Diesel,30,65.7,2
 X4,2016,Automatic,43751,Diesel,145,54.3,2
 1 Series,2016,Manual,47324,Diesel,30,65.7,2
 1 Series,2016,Manual,36240,Diesel,0,83.1,1.5
 1 Series,2015,Automatic,38573,Diesel,20,68.9,1.5
 5 Series,2016,Automatic,33740,Diesel,30,65.7,2
 1 Series,2016,Manual,33149,Diesel,0,78.5,1.5
 3 Series,2014,Automatic,70796,Diesel,160,50.4,3
 3 Series,2016,Manual,38206,Diesel,30,64.2,2
 5 Series,2015,Manual,52217,Diesel,125,60.1,2
 3 Series,2016,Automatic,45223,Hybrid,0,134.5,2
 6 Series,2017,Automatic,28062,Diesel,145,48.7,3
 3 Series,2016,Automatic,40217,Hybrid,0,148.7,2
 1 Series,2013,Manual,32097,Petrol,145,50.4,1.6
 2 Series,2017,Manual,16309,Diesel,145,65.7,2
 1 Series,2016,Manual,46170,Diesel,20,70.6,1.5
 5 Series,2018,Automatic,23640,Hybrid,135,156.9,2
 3 Series,2016,Automatic,33332,Petrol,125,54.3,1.5
 X1,2013,Automatic,49599,Diesel,160,52.3,2
 1 Series,2016,Automatic,26855,Petrol,235,37.7,3
 1 Series,2016,Manual,31615,Diesel,0,78.5,1.5
 1 Series,2014,Manual,63299,Diesel,20,68.9,2
 1 Series,2015,Manual,23905,Diesel,20,72.4,1.5
 X1,2014,Manual,42023,Diesel,160,51.4,2
 X1,2017,Automatic,60703,Diesel,145,65.7,2
 X5,2016,Automatic,46683,Diesel,200,47.1,3
 2 Series,2014,Manual,61819,Diesel,30,62.8,2
 2 Series,2016,Manual,32878,Petrol,125,52.3,1.5
 2 Series,2017,Manual,4240,Petrol,30,55.4,1.5
 6 Series,2016,Automatic,50475,Diesel,200,49.6,3
 X5,2016,Automatic,57146,Diesel,160,50.4,2
 1 Series,2017,Automatic,14597,Diesel,145,72.4,1.5
 4 Series,2017,Automatic,33711,Diesel,145,65.7,2
 3 Series,2016,Automatic,92300,Hybrid,0,148.7,2
 2 Series,2016,Automatic,17574,Petrol,125,51.4,1.5
 1 Series,2012,Manual,98000,Diesel,125,58.9,2
 6 Series,2005,Automatic,84000,Petrol,305,24.6,4.4
 M3,2013,Semi-Auto,30500,Petrol,570,24.6,4
 3 Series,2001,Automatic,90000,Petrol,325,27.7,3
 3 Series,2016,Automatic,24500,Hybrid,0,134.5,2
 1 Series,2016,Manual,27199,Diesel,0,83.1,1.5
 1 Series,2012,Manual,40488,Diesel,30,62.8,2
 3 Series,2016,Automatic,66986,Diesel,30,65.7,2
 3 Series,2017,Manual,19400,Diesel,145,64.2,2
 3 Series,2015,Automatic,59799,Diesel,30,62.8,2
 3 Series,2013,Automatic,79144,Diesel,30,62.8,2
 X4,2016,Manual,23553,Diesel,160,52.3,2
 1 Series,2017,Manual,19108,Petrol,145,56.5,1.5
 X5,2016,Automatic,41972,Hybrid,0,85.6,2
 3 Series,2014,Manual,47059,Diesel,30,61.4,2
 5 Series,2016,Automatic,30767,Diesel,30,62.8,2
 5 Series,2000,Manual,99209,Petrol,265,29.4,2
 1 Series,2016,Manual,35417,Diesel,0,78.5,1.5
 1 Series,2014,Manual,31914,Petrol,300,35.3,3
 4 Series,2016,Manual,57876,Diesel,125,57.6,2
 X5,2015,Automatic,21500,Diesel,190,47.1,3
 7 Series,2012,Automatic,134000,Diesel,250,41.5,3
 X1,2013,Automatic,60665,Diesel,160,52.3,2
 1 Series,2015,Automatic,82876,Petrol,235,37.7,3
 5 Series,2013,Automatic,178987,Hybrid,190,40.4,3
 1 Series,2011,Manual,80183,Diesel,145,55.4,2
 3 Series,2010,Automatic,118000,Petrol,260,35.8,3
 1 Series,2017,Manual,14646,Diesel,30,65.7,2
 3 Series,2007,Automatic,124200,Diesel,260,40.9,2
 X5,2012,Automatic,214000,Diesel,300,37.7,3
 3 Series,2009,Automatic,122144,Petrol,300,34,3
 4 Series,2016,Automatic,27203,Diesel,125,58.9,2
 3 Series,2011,Manual,66400,Diesel,125,58.9,2
 X1,2016,Manual,45795,Diesel,20,68.9,2
 2 Series,2017,Automatic,79715,Diesel,125,60.1,2
 2 Series,2016,Automatic,31838,Petrol,125,51.4,1.5
 3 Series,2015,Manual,30000,Diesel,125,60.1,2
 5 Series,2015,Automatic,50700,Diesel,125,60.1,2
 3 Series,2002,Automatic,85452,Petrol,330,33.6,2
 1 Series,2012,Manual,92000,Petrol,145,49.6,1.6
 1 Series,2016,Automatic,62000,Petrol,235,37.7,3
 1 Series,2018,Manual,14287,Diesel,145,65.7,2
 5 Series,2016,Automatic,42803,Diesel,30,62.8,2
 3 Series,2017,Automatic,28091,Hybrid,135,134.5,2
 4 Series,2016,Automatic,60464,Diesel,30,65.7,2
 6 Series,2012,Automatic,27352,Diesel,160,51.4,3
 3 Series,2016,Automatic,68458,Hybrid,0,148.7,2
 1 Series,2017,Manual,16398,Diesel,20,70.6,1.5
 3 Series,2018,Automatic,32117,Diesel,145,64.2,2
 1 Series,2016,Manual,23407,Diesel,0,78.5,1.5
 4 Series,2017,Automatic,62111,Diesel,20,70.6,2
 5 Series,2016,Automatic,80823,Diesel,30,62.8,2
 1 Series,2017,Manual,83923,Diesel,145,83.1,1.5
 1 Series,2016,Manual,47413,Diesel,0,83.1,1.5
 X1,2013,Automatic,53540,Diesel,160,52.3,2
 2 Series,2016,Automatic,30626,Diesel,20,72.4,1.5
 4 Series,2016,Automatic,60975,Diesel,20,70.6,2
 1 Series,2015,Manual,56278,Diesel,20,70.6,1.5
 2 Series,2015,Automatic,90836,Diesel,30,62.8,2
 4 Series,2015,Automatic,54213,Diesel,30,65.7,2
 2 Series,2016,Automatic,66543,Diesel,145,55.4,2
 2 Series,2016,Automatic,31540,Diesel,30,62.8,2
 5 Series,2012,Automatic,86674,Diesel,235,43.5,3
 2 Series,2016,Automatic,49981,Diesel,20,72.4,1.5
 4 Series,2017,Automatic,30949,Diesel,30,65.7,2
 1 Series,2016,Manual,40911,Diesel,20,70.6,1.5
 1 Series,2016,Manual,20467,Diesel,20,70.6,1.5
 4 Series,2018,Manual,12086,Petrol,145,46.3,2
 3 Series,2016,Automatic,43527,Diesel,125,60.1,2
 1 Series,2017,Automatic,12952,Petrol,200,39.8,3
 2 Series,2016,Manual,18933,Petrol,125,52.3,1.5
 3 Series,2015,Manual,65412,Diesel,20,68.9,2
 7 Series,2015,Automatic,65218,Diesel,145,54.3,3
 X4,2016,Automatic,52135,Diesel,145,54.3,2
 2 Series,2016,Manual,17994,Petrol,125,52.3,1.5
 4 Series,2016,Automatic,54055,Diesel,125,60.1,2
 4 Series,2016,Manual,41993,Diesel,30,62.8,2
 X5,2016,Automatic,26185,Hybrid,0,85.6,2
 3 Series,2018,Automatic,15189,Diesel,145,67.3,2
 4 Series,2017,Automatic,29383,Diesel,145,65.7,2
 1 Series,2016,Manual,46620,Diesel,0,83.1,1.5
 Z4,2016,Manual,20266,Petrol,200,41.5,2
 2 Series,2015,Manual,19893,Diesel,30,65.7,2
 4 Series,2015,Automatic,80614,Diesel,125,58.9,2
 3 Series,2017,Manual,27890,Diesel,145,57.6,2
 4 Series,2017,Automatic,26807,Diesel,125,60.1,2
 3 Series,2013,Automatic,35688,Diesel,125,58.9,2
 1 Series,2016,Manual,31095,Diesel,0,83.1,1.5
 3 Series,2016,Automatic,29789,Hybrid,0,134.5,2
 5 Series,2016,Automatic,31228,Diesel,30,62.8,2
 X1,2017,Automatic,32236,Diesel,145,65.7,2
 2 Series,2016,Manual,34608,Petrol,200,42.8,2
 3 Series,2016,Automatic,86128,Diesel,30,65.7,2
 1 Series,2016,Manual,37087,Diesel,0,83.1,1.5
 3 Series,2016,Manual,74020,Diesel,30,64.2,2
 2 Series,2016,Manual,17586,Petrol,125,52.3,1.5
 X1,2017,Automatic,41326,Diesel,125,60.1,2
 X1,2016,Manual,37032,Diesel,125,60.1,2
 X4,2015,Automatic,95408,Diesel,145,54.3,2
 2 Series,2017,Manual,35732,Diesel,145,64.2,2
 3 Series,2016,Manual,23323,Diesel,30,62.8,2
 3 Series,2016,Automatic,30333,Hybrid,0,134.5,2
 X1,2016,Automatic,30405,Diesel,125,57.6,2
 3 Series,2016,Automatic,53867,Hybrid,0,134.5,2
 4 Series,2015,Automatic,90734,Diesel,30,65.7,2
 6 Series,2013,Automatic,62068,Diesel,160,49.6,3
 3 Series,2012,Automatic,62616,Diesel,30,62.8,2
 2 Series,2016,Manual,97147,Diesel,20,68.9,1.5
 3 Series,2016,Automatic,91855,Diesel,0,74.3,2
 3 Series,2012,Automatic,75840,Diesel,145,53.3,2
 3 Series,2017,Automatic,38070,Diesel,145,64.2,2
 1 Series,2016,Manual,27545,Diesel,30,65.7,2
 2 Series,2015,Automatic,41704,Diesel,30,61.4,2
 2 Series,2014,Automatic,45868,Petrol,145,47.1,2
 1 Series,2016,Manual,21964,Diesel,0,78.5,1.5
 1 Series,2013,Manual,61295,Diesel,0,74.3,1.6
 5 Series,2017,Automatic,30990,Diesel,145,62.8,2
 2 Series,2014,Automatic,72203,Petrol,260,37.2,3
 1 Series,2017,Manual,19300,Diesel,20,70.6,1.5
 3 Series,2016,Automatic,25431,Hybrid,0,134.5,2
 5 Series,2016,Automatic,37786,Diesel,30,62.8,2
 X1,2016,Automatic,44890,Diesel,125,57.6,2
 2 Series,2016,Automatic,24479,Petrol,125,53.3,1.5
 5 Series,2016,Automatic,48863,Diesel,30,62.8,2
 1 Series,2016,Manual,26231,Diesel,0,78.5,1.5
 3 Series,2016,Automatic,30894,Diesel,30,64.2,2
 1 Series,2016,Manual,25281,Petrol,125,53.3,1.5
 1 Series,2015,Manual,60761,Diesel,30,65.7,2
 3 Series,2015,Automatic,27153,Diesel,30,62.8,2
 1 Series,2017,Automatic,72814,Petrol,125,54.3,1.5
 2 Series,2016,Manual,13267,Petrol,125,52.3,1.5
 1 Series,2014,Manual,42994,Petrol,145,50.4,1.6
 X3,2017,Automatic,33610,Diesel,145,54.3,2
 3 Series,2014,Automatic,54842,Diesel,30,62.8,2
 X4,2016,Automatic,28466,Diesel,200,47.9,3
 X5,2016,Automatic,23747,Hybrid,0,85.6,2
 X5,2016,Automatic,31903,Hybrid,0,85.6,2
 2 Series,2016,Automatic,48841,Petrol,145,46.3,2
 X4,2017,Automatic,35351,Diesel,200,47.1,3
 5 Series,2016,Automatic,79234,Diesel,20,67.3,2
 5 Series,2016,Automatic,22312,Diesel,160,51.4,3
 5 Series,2017,Automatic,37401,Diesel,145,68.9,2
 1 Series,2017,Manual,62495,Diesel,145,78.5,1.5
 5 Series,2016,Automatic,30754,Diesel,30,62.8,2
 3 Series,2016,Manual,88192,Diesel,30,65.7,2
 X5,2016,Automatic,59154,Diesel,200,47.1,3
 3 Series,2012,Manual,36529,Diesel,30,61.4,2
 X1,2014,Automatic,74012,Diesel,160,52.3,2
 X5,2017,Automatic,23646,Diesel,145,47.1,3
 1 Series,2017,Automatic,24482,Petrol,200,39.8,3
 3 Series,2013,Manual,54374,Diesel,125,57.6,2
 M3,2013,Automatic,58125,Petrol,570,25.2,4
 3 Series,2016,Automatic,62816,Hybrid,0,148.7,2
 3 Series,2016,Automatic,95217,Diesel,0,74.3,2
 5 Series,2016,Automatic,14005,Diesel,30,62.8,2
 2 Series,2016,Manual,68848,Diesel,0,74.3,1.5
 4 Series,2016,Manual,24280,Diesel,30,62.8,2
 4 Series,2016,Manual,51194,Diesel,30,62.8,2
 3 Series,2014,Automatic,51062,Diesel,125,58.9,2
 X3,2012,Automatic,73701,Diesel,160,50.4,2
 3 Series,2018,Automatic,25127,Diesel,145,62.8,2
 5 Series,2014,Automatic,34758,Diesel,125,57.6,2
 1 Series,2016,Automatic,30925,Diesel,20,68.9,2
 1 Series,2019,Automatic,12212,Petrol,145,55.5,1.5
 1 Series,2007,Manual,167000,Diesel,125,57.6,2
 Z3,1999,Manual,74282,Petrol,245,35.3,1.9
 3 Series,2015,Manual,98819,Diesel,20,72.4,2
 3 Series,2017,Automatic,14500,Hybrid,0,134.5,2
 1 Series,2014,Manual,43248,Diesel,20,68.9,2
 2 Series,2016,Automatic,87743,Diesel,20,72.4,1.5
 Z3,1999,Manual,51949,Petrol,255,35.3,1.9
 1 Series,2012,Manual,63635,Diesel,30,62.8,2
 1 Series,2017,Manual,46147,Diesel,0,83.1,1.5
 3 Series,2016,Automatic,50310,Diesel,30,64.2,2
 1 Series,2016,Manual,31847,Diesel,0,78.5,1.5
 X2,2018,Automatic,11941,Diesel,145,58.9,2
 1 Series,2016,Manual,46035,Diesel,20,70.6,1.5
 3 Series,2016,Automatic,72280,Diesel,20,70.6,2
 3 Series,2016,Automatic,23110,Diesel,125,57.6,2
 5 Series,2016,Automatic,72924,Diesel,20,68.9,2
 5 Series,2019,Automatic,21101,Petrol,150,50.4,2
 4 Series,2016,Manual,14000,Petrol,160,46.3,2
 3 Series,2017,Automatic,50000,Other,135,148.7,2
 3 Series,2016,Automatic,33158,Diesel,30,67.3,2
 3 Series,2013,Manual,49720,Diesel,30,61.4,2
 X3,2014,Automatic,77129,Diesel,145,54.3,2
 5 Series,2016,Automatic,74322,Diesel,30,62.8,2
 5 Series,2015,Automatic,50558,Diesel,30,62.8,2
 4 Series,2017,Automatic,29871,Diesel,145,65.7,2
 1 Series,2016,Manual,56044,Diesel,0,78.5,1.5
 1 Series,2016,Manual,40855,Diesel,30,65.7,2
 6 Series,2016,Automatic,45140,Diesel,200,49.6,3
 2 Series,2017,Manual,14980,Petrol,125,52.3,1.5
 4 Series,2018,Automatic,7970,Petrol,145,44.1,2
 3 Series,2012,Manual,54000,Diesel,30,61.4,2
 7 Series,2017,Automatic,22000,Petrol,150,22.1,6.6
 6 Series,2008,Semi-Auto,67000,Diesel,265,40.9,3
 M4,2015,Semi-Auto,35000,Petrol,330,32.5,3
 1 Series,2016,Manual,30000,Diesel,0,83.1,1.5
 4 Series,2016,Automatic,29041,Diesel,30,65.7,2
 4 Series,2015,Automatic,51873,Diesel,160,52.3,3
 3 Series,2018,Automatic,15377,Diesel,145,56.5,3
 1 Series,2017,Manual,41925,Diesel,0,78.5,1.5
 2 Series,2016,Manual,34489,Diesel,0,74.3,1.5
 3 Series,2016,Automatic,41317,Diesel,20,74.3,2
 4 Series,2016,Automatic,25000,Diesel,160,52.3,3
 1 Series,2017,Manual,20064,Petrol,145,53.3,1.5
 4 Series,2016,Automatic,61688,Diesel,20,70.6,2
 1 Series,2015,Manual,33826,Diesel,30,65.7,2
 X3,2017,Automatic,26986,Diesel,145,54.3,2
 2 Series,2016,Manual,24169,Petrol,125,50.4,1.5
 X5,2008,Automatic,86800,Diesel,325,34.9,3
 6 Series,2013,Automatic,57000,Diesel,165,49.6,3
 7 Series,2012,Automatic,76000,Diesel,260,41.5,3
 1 Series,2015,Manual,27667,Diesel,30,65.7,2
 1 Series,2016,Manual,26016,Diesel,20,70.6,1.5
 1 Series,2016,Manual,33578,Diesel,0,83.1,1.5
 1 Series,2016,Manual,33243,Diesel,0,78.5,1.5
 1 Series,2016,Manual,26141,Diesel,0,78.5,1.5
 3 Series,2014,Manual,49969,Diesel,30,61.4,2
 2 Series,2018,Manual,14228,Petrol,145,52.3,1.5
 1 Series,2016,Manual,59751,Diesel,0,83.1,1.5
 3 Series,2012,Automatic,85118,Diesel,30,62.8,2
 1 Series,2016,Manual,18644,Diesel,0,78.5,1.5
 1 Series,2014,Automatic,38809,Petrol,145,48.7,1.6
 6 Series,2016,Automatic,43483,Diesel,200,49.6,3
 1 Series,2017,Automatic,35259,Petrol,145,39.8,3
 3 Series,2015,Automatic,30345,Diesel,125,58.9,2
 2 Series,2016,Automatic,41248,Petrol,260,37.2,3
 X1,2014,Automatic,65000,Diesel,160,52.3,2
 5 Series,2013,Automatic,70000,Diesel,145,55.4,2
 X5,2013,Automatic,76000,Diesel,300,37.7,3
 1 Series,2013,Manual,56000,Diesel,30,64.2,2
 1 Series,2016,Automatic,31000,Petrol,145,43.5,2
 2 Series,2017,Automatic,10000,Petrol,145,55.4,1.5
 5 Series,1996,Automatic,36000,Petrol,270,26.4,2.8
 1 Series,2019,Automatic,9567,Petrol,145,55.5,1.5
 3 Series,2015,Automatic,78680,Diesel,160,52.3,3
 1 Series,2019,Manual,10374,Petrol,145,53.3,1.5
 3 Series,2015,Manual,44379,Diesel,30,61.4,2
 X1,2017,Manual,41950,Diesel,20,68.9,2
 X4,2015,Manual,70601,Diesel,160,52.3,2
 X3,2016,Automatic,83354,Diesel,145,54.3,2
 5 Series,2013,Automatic,38000,Diesel,150,55.4,2
 3 Series,2014,Automatic,41363,Diesel,125,60.1,2
 5 Series,2015,Automatic,50355,Diesel,30,62.8,2
 5 Series,2016,Automatic,97290,Diesel,30,62.8,2
 3 Series,2016,Automatic,46003,Diesel,160,51.4,3
 1 Series,2017,Manual,22449,Diesel,145,78.5,1.5
 1 Series,2019,Manual,10514,Petrol,145,53.3,1.5
 1 Series,2019,Automatic,12192,Petrol,145,55.5,1.5
 3 Series,2015,Manual,49520,Diesel,30,67.3,2
 6 Series,2013,Automatic,52635,Diesel,160,49.6,3
 2 Series,2016,Manual,41312,Diesel,30,65.7,2
 1 Series,2016,Manual,37025,Diesel,0,83.1,1.5
 1 Series,2016,Automatic,57701,Diesel,30,62.8,2
 Z4,2014,Automatic,44027,Petrol,200,41.5,2
 3 Series,2017,Automatic,24501,Diesel,30,64.2,2
 X3,2015,Manual,51715,Diesel,160,52.3,2
 5 Series,2007,Manual,150000,Diesel,205,46.3,2
 7 Series,2017,Automatic,73348,Diesel,145,54.3,3
 3 Series,2016,Automatic,54153,Diesel,30,62.8,2
 1 Series,2013,Manual,71000,Diesel,30,64.2,2
 3 Series,2016,Manual,51098,Diesel,30,64.2,2
 1 Series,2019,Manual,11191,Petrol,145,53.3,1.5
 3 Series,2014,Manual,67911,Diesel,30,62.8,2
 3 Series,2015,Manual,55988,Diesel,20,72.4,2
 1 Series,2016,Manual,20867,Diesel,20,70.6,1.5
 1 Series,2013,Automatic,81796,Diesel,30,62.8,2
 3 Series,2014,Automatic,61829,Diesel,125,57.6,3
 2 Series,2016,Manual,39613,Diesel,30,65.7,2
 5 Series,2016,Automatic,20724,Diesel,160,51.4,3
 4 Series,2018,Automatic,9544,Petrol,145,48.7,2
 2 Series,2016,Manual,80250,Diesel,20,68.9,2
 3 Series,2016,Automatic,72390,Hybrid,0,148.7,2
 4 Series,2014,Automatic,20030,Petrol,165,44.1,2
 2 Series,2019,Manual,7378,Petrol,150,52.3,1.5
 5 Series,2014,Automatic,42007,Diesel,20,68.9,2
 1 Series,2017,Automatic,24693,Petrol,145,54.3,1.5
 1 Series,2018,Automatic,13760,Diesel,145,49.6,2
 2 Series,2016,Manual,11656,Petrol,125,52.3,1.5
 3 Series,2013,Manual,86000,Diesel,125,57.6,2
 4 Series,2014,Manual,105850,Diesel,125,58.9,2
 5 Series,2015,Automatic,106170,Diesel,160,51.4,3
 3 Series,2016,Automatic,64590,Hybrid,0,148.7,2
 1 Series,2016,Manual,56800,Diesel,20,70.6,1.5
 1 Series,2008,Manual,101000,Diesel,125,58.9,2
 3 Series,2012,Automatic,84000,Diesel,145,53.3,2
 1 Series,2006,Manual,90000,Diesel,200,49.6,2
 X5,2016,Automatic,37900,Diesel,200,47.1,3
 3 Series,2016,Manual,88090,Diesel,20,72.4,2
 4 Series,2015,Manual,99340,Diesel,30,62.8,2
 3 Series,2016,Automatic,75400,Hybrid,0,148.7,2
 3 Series,2016,Automatic,30803,Hybrid,0,134.5,2
 3 Series,2016,Automatic,45587,Diesel,145,53.3,3
 1 Series,2016,Manual,40245,Diesel,0,83.1,1.5
 1 Series,2014,Manual,80207,Diesel,30,62.8,2
 1 Series,2014,Automatic,12528,Petrol,125,50.4,1.6
 1 Series,2016,Automatic,42355,Petrol,235,37.7,3
 4 Series,2016,Automatic,41589,Diesel,160,49.6,3
 3 Series,2014,Automatic,41700,Diesel,125,58.9,2
 3 Series,2017,Automatic,19500,Diesel,205,49.6,3
 X3,2015,Automatic,42400,Diesel,150,54.3,2
 X1,2018,Automatic,11592,Petrol,145,44.8,2
 X5,2009,Automatic,68000,Diesel,325,34,3
 3 Series,2008,Automatic,141000,Petrol,235,39.8,3
 3 Series,2004,Manual,162000,Diesel,205,49.6,2
 X3,2019,Automatic,1799,Diesel,150,54.3,2
 1 Series,2019,Manual,20442,Diesel,150,70.6,1.5
 5 Series,2017,Automatic,34179,Diesel,150,65.7,2
 4 Series,2019,Automatic,6890,Diesel,145,65.7,2
 2 Series,2019,Automatic,3980,Diesel,145,67.3,2
 2 Series,2019,Automatic,4802,Diesel,145,48.7,2
 3 Series,2017,Automatic,15668,Diesel,145,64.2,2
 4 Series,2016,Automatic,24939,Diesel,160,50.4,3
 6 Series,2017,Automatic,14400,Diesel,160,51.4,3
 X3,2019,Automatic,4726,Diesel,145,54.3,2
 4 Series,2016,Automatic,31910,Petrol,200,41.5,3
 4 Series,2019,Automatic,3480,Diesel,145,58.9,2
 2 Series,2020,Manual,3890,Petrol,145,43.5,1.5
 2 Series,2020,Automatic,3890,Petrol,145,36.2,2
 5 Series,2017,Automatic,16151,Diesel,150,65.7,2
 X1,2018,Manual,1794,Petrol,150,51.4,1.5
 1 Series,2016,Manual,49761,Diesel,0,83.1,1.5
 2 Series,2017,Automatic,21697,Petrol,30,55.4,1.5
 2 Series,2015,Automatic,24322,Petrol,125,50.4,2
 X3,2019,Automatic,2593,Diesel,145,54.3,2
 3 Series,2019,Automatic,4884,Petrol,145,41.5,2
 1 Series,2016,Automatic,54075,Diesel,20,70.6,2
 5 Series,2017,Automatic,54678,Diesel,125,60.1,2
 5 Series,2016,Automatic,34143,Diesel,160,51.4,3
 5 Series,2017,Automatic,31996,Diesel,145,65.7,2
 4 Series,2016,Automatic,46000,Diesel,30,65.7,2
 X5,2019,Automatic,9803,Diesel,150,37.7,3
 1 Series,2017,Manual,20038,Petrol,125,53.3,1.5
 1 Series,2016,Manual,24322,Petrol,265,36.2,3
 4 Series,2017,Automatic,19330,Petrol,150,44.8,2
 3 Series,2015,Automatic,37676,Diesel,145,53.3,3
 X5,2014,Automatic,72442,Diesel,200,47.1,3
 3 Series,2016,Automatic,62730,Diesel,125,57.6,2
 3 Series,2012,Automatic,64191,Diesel,160,50.4,2
 1 Series,2013,Manual,76941,Diesel,125,60.1,2
 7 Series,2014,Automatic,51932,Hybrid,195,41.5,3
 3 Series,2016,Automatic,78878,Other,0,134.5,2
 3 Series,2017,Automatic,74930,Hybrid,0,134.5,2
 1 Series,2015,Manual,61140,Diesel,125,58.9,2
 2 Series,2016,Automatic,115470,Hybrid,0,141.2,1.5
 5 Series,2015,Automatic,110540,Diesel,145,53.3,3
 3 Series,2016,Manual,93760,Diesel,20,72.4,2
 3 Series,2013,Manual,82260,Diesel,30,62.8,2
 2 Series,2016,Manual,94790,Diesel,0,74.3,1.5
 1 Series,2014,Automatic,54020,Diesel,30,64.2,2
 3 Series,2013,Manual,73070,Diesel,30,61.4,2
 X3,2012,Automatic,72040,Diesel,160,50.4,2
 3 Series,1999,Automatic,82000,Petrol,245,31,2.8
 1 Series,2012,Manual,28000,Diesel,125,58.9,2
 3 Series,2016,Automatic,97600,Diesel,30,64.2,2
 2 Series,2015,Manual,102900,Diesel,30,64.2,2
 X1,2016,Manual,71300,Diesel,125,58.9,2
 X5,2011,Automatic,90734,Diesel,305,38.2,3
 1 Series,2010,Manual,93800,Diesel,30,62.8,2
 1 Series,2014,Manual,53310,Diesel,30,62.8,2
 5 Series,2015,Automatic,114890,Diesel,125,60.1,2
 3 Series,2014,Automatic,147110,Diesel,30,62.8,2
 1 Series,2014,Automatic,64690,Diesel,30,64.2,2
 4 Series,2017,Manual,46350,Diesel,30,62.8,2
 6 Series,2014,Automatic,51920,Diesel,160,49.6,3
 3 Series,2017,Automatic,64000,Hybrid,0,134.5,2
 5 Series,2013,Automatic,76290,Diesel,145,55.4,2
 5 Series,2016,Automatic,96620,Diesel,30,62.8,2
 2 Series,2016,Manual,68940,Diesel,30,64.2,2
 2 Series,2015,Manual,133670,Diesel,20,68.9,2
 1 Series,2016,Manual,60740,Diesel,0,83.1,1.5
 4 Series,2016,Automatic,80380,Diesel,125,58.9,2
 3 Series,2015,Automatic,75800,Diesel,145,55.4,2
 3 Series,2011,Manual,48000,Diesel,145,55.4,2
 X1,2013,Manual,32000,Diesel,125,57.6,2
 1 Series,2012,Manual,41000,Diesel,30,62.8,2
 Z4,2012,Manual,40000,Petrol,200,41.5,2
 M5,2012,Automatic,51000,Petrol,555,28.5,4.4
 Z4,2011,Manual,26000,Petrol,300,33.2,2.5
 1 Series,2014,Automatic,46000,Petrol,235,37.7,3
 1 Series,2017,Manual,16758,Diesel,150,62.8,2
 X3,2019,Automatic,2483,Petrol,145,30.4,2
 2 Series,2019,Manual,6685,Diesel,150,65.7,2
